patient_id,FABP5,CXCL13,LAG3,FN1,COL1A1,EGFR,TP53
P001,0.31200947155124387,-1.06975241128969,1.1478126607335635,-1.1133880419218483,0.8070082819444706,1.4274852836845047,-0.08787674241562057
P002,1.1553120361066962,-0.6542832766875555,-2.3942603049004716,0.5795611424764774,-1.6198719943917699,1.8373866754875203,0.940289464883589
P003,0.6087614722244398,0.4278904406949172,-0.7865657751041687,0.5245073752860862,-2.2472685553408556,-0.3359392250401477,0.8659686384171532
P004,-2.2912895085981,-0.18924434093640552,-1.686468151234102,-1.4944056198193065,1.0017453976515072,1.9050602140644701,0.21160973279505021
P005,0.3043667290302598,0.32866200228248105,-0.8262294663639526,0.6991967316948878,1.1877250932619365,0.035576476984624864,0.8863939595679524
P006,0.07203357323257792,0.3619218539288437,0.24766590110894313,2.052684981945891,-1.0206230195133374,1.753691026701081,0.49076670899381886
P007,0.41389028537269307,1.320661655528167,-0.1792266254497549,0.17196033243705985,-1.8598354065456286,-0.09329864965349177,1.2003062582593216
P008,1.6162096816512073,-0.3427861508643793,-0.25337756894801494,-0.33732516206850605,0.09903482100720092,0.1310578260461443,0.2893591569571111
P009,-2.063238276804743,-1.4768578168457318,-0.1591848713800608,-0.1420032144075213,0.9308382263505294,0.36547447264283456,-0.35569831557103465
P010,-0.5911034251911056,1.067222416571983,0.20338824061994343,0.6152567669685612,1.7975945224343146,3.1788536793675353,0.33584125693302364
P011,0.5909063227933546,-0.3314881720972547,-1.0085360419431078,-1.7306716055072182,0.516297572101451,0.8512855748447891,-2.9305943758527757
P012,-1.5815943994539423,1.114592444577377,0.7068496408990508,0.16439070297730224,-0.37171669658569495,-0.7072645299514636,0.38288573638504947
P013,1.475949048053509,0.3833771131824704,0.6626659703854839,-0.3904639494628101,-0.8931306215848627,0.9689978702758579,-3.6484128252147836
P014,0.3683566127006584,-0.13113753020334493,0.385037937656101,1.8478250129560454,0.011451291670654416,-0.3618325370843415,-1.723463407405418
P015,0.846583985843404,0.3487758940462951,0.5565334427512632,-0.17417273380495787,-0.2992647038852564,-0.48975018290120914,0.45176860094098414
P016,-0.5709436615217945,1.9510125601262995,0.2964180008086595,1.6678876111195198,-1.0150679057288161,0.9086013598921112,0.47752933726679525
P017,0.8137636899662105,2.076980529053753,2.0350733027310675,-1.1037406977820072,2.0487556508632867,0.031085587771152785,-1.1624287801399305
P018,1.0684715559890383,0.0693811351327787,-0.0870941710525099,0.5872591668027922,1.785168402072131,0.2785759145118061,-0.7121020418789388
P019,0.23287802013716835,0.1601905933170753,-0.30708321833457675,0.3194002637912288,1.1360486835554284,0.013985221865292462,1.370540988614132
P020,0.23440089269869593,1.0762401574663856,-0.7535275803573779,-0.8690472478647824,-0.9208503978091276,0.3365831266054347,-0.48403013157267616
P021,0.2703432392817259,-0.8456610327673472,-1.0322626705778368,0.17739611463694044,0.8550193242972788,0.4249658974361492,2.242920312402985
P022,-0.8633452647393817,0.3330703726182551,-1.2444717876010754,1.2125188368316004,0.6396264094979018,-1.9369669327054153,-0.001919853176346149
P023,-0.14752868024035293,-0.0258628479538564,-0.8887973132309185,-0.3237917042866007,0.44254562420405297,0.6665726686095336,0.4080361768812668
P024,-0.1525225324523588,0.3139082114575536,-0.07068038165207131,-1.6919626491697632,1.2496652670437771,-0.9820194198303006,1.6168743984986076
P025,0.3833938643534951,-0.8333688059494058,0.3342951284977145,-0.01756282647744591,0.6353711428612774,-1.4422991355594112,0.13102711619341956
P026,0.9998242469102946,-1.589567493308969,0.051142058552161786,-0.9024230947925126,0.7400142363043355,-0.05841124385868244,-1.0023439806908012
P027,-1.0585360819784093,-2.0729834359912918,-0.765535277429713,-0.3423409386638824,0.6369062833722101,0.08398100331445427,-0.10972745169429012
P028,-0.12500903031957764,-1.1173841129896078,0.9001845640199633,-0.08158776968512098,0.3407914080021059,-0.6935061645722808,-0.03561073619009093
P029,1.4814555476589732,-0.458675284939333,0.7394126723009475,-1.7056522160155172,-1.7836111297141835,0.8310318576679744,-1.3647416522015654
P030,-0.7435882288125641,-0.2931915866487618,-0.159648307422017,-1.615658339320678,0.08362107741055723,-1.342175166370907,-0.25583207134082336
P031,-0.8222500172903203,1.9372311624295169,-0.652916144664712,0.48206683552552526,-0.5561919588491252,-0.40694374877255896,-0.7421920939974367
P032,0.20230619183119358,1.1059933699072981,0.5484279208297995,-0.5227186961696804,-1.2798409576400205,-0.5848741349330007,0.9243577571874341
P033,0.8443851904853201,-0.9620911163416273,0.18797358748610446,-2.564744341820567,1.681816619300824,-0.04658727033933937,0.03461187418525562
P034,0.01142605556065933,0.34770845245095694,-1.4481272594150476,0.7848440366081351,1.7289953408857035,0.2788642846472388,-0.28279574914757005
P035,1.3289605904369892,-0.4070782363503251,-0.0679802559844049,0.27236975527423984,1.359220600295612,-1.0078929496235447,-0.10618193062257626
P036,0.8567939825665268,-0.28436383804009513,0.26203581207438104,-0.713874824036484,0.2552134168558746,0.7242826774562282,0.22312201840616613
P037,0.8418200668900618,0.18532564941538202,-0.8996947864877538,-1.3168302110582415,1.3506251209526567,0.06300236833469973,0.6168141996897798
P038,0.5541165013240933,0.6191711169753933,0.189843392837443,0.8358078963143372,0.012053180601825543,-1.8919462533119105,-0.9997122286693814
P039,2.327653100346085,-0.33925848388401536,-1.4548224852577891,0.3493506225604296,0.20279727689777938,-1.958591440397031,-1.0415876326212719
P040,-0.2051616888660442,1.0638515327343585,1.3361861000121709,2.3826022826840734,-1.093471370461983,-0.012319292929311235,1.10467921540253
P041,-2.003522292066514,-1.141938226142404,1.2479499850594318,0.42018859872493736,0.39699130449884,-0.2209673177863541,-0.4123368722047306
P042,1.604254361517141,0.006339062362268442,-0.25251733430296475,0.3877031412620148,0.0603859284244171,-0.1034201135746335,-1.416842092596874
P043,-0.45769943095682564,2.5976737265958323,0.36345433783907316,-0.16692793010856513,-1.3026521168344645,-0.02798245653021798,0.44381270938310463
P044,0.10788044434303304,0.2230797426252751,-2.409921965799875,0.816775867200791,-0.051197111816596905,0.22555983951018072,0.4633698060326869
P045,1.309550684860527,1.4332145066061728,-1.1563476602653329,0.6250852012481537,-0.07972956385680847,0.9476496098482997,-1.5307152572567064
P046,-1.6022595410589253,0.09152017817320818,-0.2937789201521298,1.251725008565195,1.79756116664464,-1.1111049009175582,0.2294817154636063
P047,-1.2516472141061394,0.5807770953297967,-1.0721330214268592,-0.5213229186372847,0.8942133285134095,-1.1719715929007948,0.7355830924283736
P048,-1.6012779371188537,-0.056783194392691534,0.7143964826306588,-0.4354074729439623,0.011445439091466015,-1.0933238578873825,0.37438645170626306
P049,-0.7941362900254239,-0.17040758116420443,1.997296530747994,-0.4791031709119801,0.248787309801083,0.2889166671687069,0.6319814837613953
P050,0.43963660601699356,-0.7794823967254196,-1.176614719429302,0.7908017211789892,0.044212378104198057,1.2449473786464456,-1.404269098090749
P051,0.524187842812771,0.4303013589575532,-0.8374634040851927,1.498374440296732,-0.20291398479554773,-0.4313394382395105,0.3310401549961956
P052,0.27627417932855375,-0.8515371891857679,0.23544836830993032,-0.45884049314930064,-1.0824271973882869,-2.5016998441596545,-0.30261975947044656
P053,-1.4127658838923665,0.6655852363134291,1.6111161484996208,-0.42477372779309125,-0.15105187760692926,-1.7039928626103755,-0.4827901587246448
P054,-2.310103436632644,1.08528700444591,-1.2223743125399031,0.3140772238697992,-0.7460982566525134,-0.8330367227960116,0.8705556094197265
P055,0.054353585390382264,0.36653140723722993,0.24903612230694197,-0.24576150001290142,-1.2503155389231464,-0.5577288874952148,1.47927451067423
P056,-0.47177603363833576,-0.28624873355569186,1.8212988508131087,0.95205365313989,0.5112218145475347,-0.4083886272547264,1.794370054600359
P057,0.45938577171661177,0.4539655793086961,-1.6517591481792673,-2.2517772906190467,0.39126465993323495,0.038581122980917065,1.314807871505905
P058,0.7019536262212701,-0.3086730555464126,-1.281069206845832,-0.8267050469168946,-1.786707511368078,-0.3117463308224471,-0.10973418163018368
P059,0.13824143205868192,0.9355471254651493,-0.42360660646083825,-0.7824163339614458,-0.12268463749512722,1.0493396105434072,0.35272016302634307
P060,0.7601330853758538,-1.8314060842151236,-0.520588412855411,-2.320356012386145,0.9957013858999235,-0.6760173056813688,0.7668228717842437
P061,0.22921137411506842,-0.3356073681186462,0.8126012877536446,-0.9636384443688041,1.0592237388963208,-0.862317959475543,0.12117794929946196
P062,0.5300647056014667,-1.9908119951239978,0.24165971982083806,-0.9151561158459262,1.0258368428852387,0.4788755385204616,0.13076418791154437
P063,-0.7046732628698824,-1.495060830227205,-1.7749620596421283,-0.20110465451883033,0.0389132069014598,-1.5356420699261193,0.823753131876182
P064,-0.17961141383145854,1.3638622298139094,0.5154104029008109,1.1129658916602636,-0.8450453279691511,0.3896917053200022,-0.059282646025932216
P065,0.19677609665695725,0.895184981971686,-0.5775388873556505,-0.24506065119070236,-1.0836988273580606,0.10255318372626686,-0.7292869363736615
P066,0.8205284754174188,-0.7194802332847904,1.274447216941239,-1.0308137202711538,0.3446049047503575,-0.1474424899181674,-0.4144730658358585
P067,-0.3937411722245721,-1.502503456040897,-0.6275875364369197,-0.056954541213528984,0.379280034365163,1.5882761071492624,0.6339103777337424
P068,0.5211672557321126,-2.964528837841651,-0.6366152831022357,1.0491736214413494,1.2873311116050654,-0.6222074452947179,0.002993291199955732
P069,-0.265838791915379,-0.5434955079326346,0.5411316108045314,-0.9759588161149049,1.0999796503420836,2.0602981705240784,0.34020997686833787
P070,-0.11754216732813036,2.4204150122474024,0.7629264823369366,-0.9105748839214486,-0.1322286565311721,-0.2254314492280993,0.6700792422021898
P071,0.829519042024073,0.4348842714636474,0.4480993639362036,0.5585489592742234,-1.2442058788608694,-1.2770164449702281,-0.3748414628976096
P072,-1.993060371054156,-0.5595722860494895,-1.6855973173848082,-0.22153611573080054,-0.31910659701089783,0.0699195809948253,0.7562481636298061
P073,-1.296472328074761,0.46508020950030626,0.5380344399282511,0.6474846907094743,0.21723119481052466,-1.0762452003187681,0.37884260345839443
P074,-1.4821853974428207,-1.5609583529944429,-1.034308051674399,-0.013646791795296761,-0.2020832453894041,-0.7517558478135002,-1.2348130869114786
P075,-2.3336161198483047,-0.29732336269763543,0.2352761115882635,0.701663648089567,-0.5778941080776558,0.39703330001549114,1.4423047911862443
P076,-0.6782644401551767,0.09947747301573849,-1.4237344353990602,-1.0350781140406409,0.2528848149698989,0.5555820886501248,-0.5007447437569161
P077,0.7494338997277404,-0.08610065182104851,0.44632214754306365,-0.01208465078826744,-0.5039577414106104,-0.6221677002542582,-1.6550953431851838
P078,-0.28488406638257474,0.7908061216900806,-0.8065989043073726,-0.21069001436315682,-0.628066083725374,0.9874051450464006,-1.0450437095863023
P079,0.19779008194185213,0.34464522623605237,-1.2826346502605217,-1.2158909241041307,0.31145283430343956,1.157507758021134,-1.021045160678322
P080,1.0892174967107926,0.668326018107997,0.7138201364823995,-1.5634779478686884,-0.4019925801292048,1.436301756563291,0.05217331865753347
P081,1.3276861322676916,-0.6883722822307594,0.2416445216767513,0.6857490352746618,0.24410438897835213,0.5294134071257222,-0.2738505055462372
P082,-0.06913793472613955,0.8978154084105481,-0.6139768013928971,-0.3509523822179781,0.2732040228521227,1.3634287120856987,-0.33683196764059287
P083,1.3535858895693973,1.6289369476239914,1.4511788490210642,-1.0222802816473295,-1.1394290010915746,-1.8807984279740577,0.6197019654824789
P084,0.09212665843410921,-0.9701495196514126,-0.44065242156974244,-0.09617893692333225,-0.4812411238654122,-0.31790654862846257,0.3398753611927038
P085,-0.8373982238274621,-0.8876956557145598,0.03210767397093466,1.1280188573493026,1.4377769399164624,-0.8670052563234263,0.31604787064428624
P086,-0.5944003521987352,1.3357843363202329,0.2689134476786009,-2.280737845371923,-1.1620795127342871,0.11922586112739209,0.40982845732869266
P087,-1.4805365125650163,-0.19134398669506028,-0.6196659341286136,-1.4966386899033264,-2.116654448970531,-0.5714492191967373,0.6161346680022383
P088,-0.8881338537336524,1.403821392066557,0.47113629339992935,-0.9228864418952676,-1.8618451532425115,-0.16615784194973238,-2.107953341777443
P089,-0.35801668807442916,-0.4425357118921839,-0.5334523471647244,1.461178866720329,0.029109946576669203,1.8821748802040494,-0.3644382522644612
P090,0.8035850193786016,1.4550455762707113,-0.4116383222162092,0.2825869829192965,0.03091727803269891,-0.1697197964203783,-2.180210064489474
P091,1.7207698311659838,0.13148581680545218,1.362642639803341,0.7673172404612268,-0.11761085542512094,0.4137923171902139,0.03605992679779541
P092,-1.38218151537704,0.2582288233226952,-1.040586052512433,-1.1401609191262305,1.2141898289285016,-0.2322693299242352,-0.00463297222434532
P093,0.39282746825991893,1.5647180216699044,-2.41278033092949,-1.1195358752705262,-2.672834433102938,0.07571328795683367,1.0455322747896802
P094,-1.0405439391575344,-0.36177047744417123,1.6109369950118944,0.4478137167227104,0.3959338744308236,0.006016680436071459,1.1876343927211208
P095,0.47469708846320197,-0.9411220959249583,2.549327952607003,0.05827433093544655,1.5614382018035733,0.4483240659731595,0.20277504825236733
P096,-0.1310866506877266,-0.44856420802835434,-0.40526926544933184,0.5487388188641266,-1.127780764891714,1.165307535547177,-0.5003610773968998
P097,-1.8309058258475304,0.4523339506431387,-1.9368380406201853,-0.18767099092845213,-0.3798065117898951,1.6473939976033294,0.48516111254573785
P098,0.9282969915684843,-1.5657590721805144,-0.31048397619594376,0.278143726454627,-0.7528919172286209,0.30962008190916684,-0.5279176373243135
P099,-0.605000712808731,0.6374709026511215,-0.2862229498406692,0.15811908490510918,-0.8943460460775288,0.5895468860356021,-0.001392651443348899
P100,-0.5339002383735546,-0.5387713176177432,-0.18992384102225704,0.7777673890849254,-0.32626200502304,-1.150864509185567,0.9861363169607678
